comment_text,toxicity,severe_toxicity,obscene,threat,insult,identity_attack
You're quite the one to talk after the kind of remarks you have made about indigenous peoples.,0,0,0,0,0,0
"If it walks like a duck, and quacks like a duck....",0,0,0,0,0,0
"At about this point: It participated with the Federation of South African Women in protests against the apartheid-era government, such as the 1952 Defiance Campaign and the Women's March of 9 August 1956.",0,0,0,0,0,0
"In my lifetime, in my society, I've seen the power shift from male to female(e.g. check out who the school principals and university bureaucrats now are). Mr Trudeau knows it, his success is founded on his constant courting of the female voter.  And I think it's great.  

But one side-effect is that the first thing that happens is ""this is too hard, we're changing things up to make things easier, we're lowering the bar"". So people respond, and now we've got people who can't do hard stuff any more.",0,0,0,0,0,0
"I kinda don't have a dog in the fight...except to say - Good!

Can't stand Washington...

(side note, apparently they are they largest single (negative) contributor to the stat that says the Presidents Cup winner takes home the Stanley Cup less than 30% of the time...no one else is even close. If you take them out of the equation, the number jumps something like 8-10%! if memory from the article I read is accurate...)",0,0,0,0,0,0
"Perhaps lower reproduction rates are a choice. I don't know about you, but I'm a Millennial who considers there to be more to life than popping out a litter off young'uns. 

By the way, Canada's been sub-replacement since the early 70s. Today's fertility rates of 1.6/woman are comparable to the mid-80s, and slightly higher than 15 years ago.",0,0,0,0,0,0
"Cancer does not have consciousness and doesn't target people intentionally to incite terror in order to impose an ideology. Extremists hate the west and our way of life, our secular society and freedoms as they try to impose their fundamentalist views through random terror attacks on innocents. Comparing terror attacks to cancer is a false equivalency, and a shameful comparison as if death by terror is trivial because relatively few die compared to cancer, implying this is an acceptable loss of life, despicable.",0,0,0,0,0,0
"Time to base at least 2 x 61 missile MK-41 launch cells used on cruisers filled with ABM versions (102 missiles) at Barking Sands to compliment that new SPY-6 extended range radar.  This to ensure they can take multiple shots at  any inbound ballistic missiles from North Korea and create an impenetrable barrier, so it would be futile to do so again.  Yes, it would be expensive, but to protect billions upon billions of dollars of infrastructure, population, and critical military bases in Hawaii would be a no-brainer and worth it.  Even with the other type of interceptors based in Alaska, it would be smart to have this additional layer of defense.",0,0,0,0,0,0
"Wow.  Who knew there were so many Russian trolls interested in the G&M?

The inconvenient truth for our Russian friends is that their story does not hold water.  In particular, the idea that Assad innocently and accidentally bombed a cache of chemical weapons held by the rebels is completely ridiculous.  If a chemical weapons facility had been hit, the resulting explosion would most likely have caused the chemical to burn up, international weapons experts say. And a nerve agent like sarin is not likely to be stored in its active form in such a facility, and its components would need to be mixed to be lethal.",0,0,0,0,0,0
"Lol--this is funny and I am sure, intentional -> ""Your speling is terrible.""

I also appear unable to spell but normally it is from ""cat assisted"" or poor typing :)

Have a good one.",0,0,0,0,0,0
BS !,0,0,0,0,0,0
The council should also vote that the Hawaii ERS Pension managers be mandated to buy any local municipal bonds at full face value!,0,0,0,0,0,0
"Students this week have been demanding a lot, shorter school days, easier classes, less homework, and shortened weeks.  Why don't we just give everyone a diploma when they reach the age of five.  Everyone is a winner there.",0,0,0,0,0,0
"lol, cannot blame a whole class of people for the actions of one individual.  But Pocho, where are the Donald's tax returns which he promised he would release?  What a coward he has turned out to be.  Don't you agree?  I won't even mention lying, deceiving, hating.  The Donald is king in all of that.  :-)",0,0,0,0,0,0
"Corrupt hypocrites throughout he government. Of the money, by the money and for the money. Brought to you by the jesus freaks cause birds of a feather flock together.",1,0,0,0,1,0
"Trust me, you're doing more due diligence on their project than they are! LOL",0,0,0,0,0,0
"There are certain political factions that are very quick to label any valid opposition as ""hate.""  Beware of the new McCarthyist witch hunters..different ideology…same MO.",0,0,0,0,0,0
"If the law forbids him from owning or possessing firearms, why did the court order HPD to give back his weapons after he plead guilty and was convicted of the offense they now say disqualifies him from gun ownership??",0,0,0,0,0,0
I'm a MYC Grad....class in mid 80's....,0,0,0,0,0,0
"In this era of an over populated world and excessive demands for childcare paid for by tax payers, the last thing I want my money to promote is reproduction. This drama teacher is giving away far too much of our hard earned money to suit me. Now troops to the Ukraine because Freeland is Ukrainian and wants to get back at Russia. We are financing her personal battle. Apparently the Russians were not happy with her grandparents association with the Nazi's. Trudeau needs to settle down and fix Canada before doing anymore international charity work.",0,0,0,0,0,0
"There are so many program that give our scholarships to walk-ons that don't play or never play at all.  Many players at Alabama, OSU, etc often give our scholarships to kids who have walked on for 3 years and reward them in their 4th year even though they will barely contribute.  

It's called setting a precedence.  By rewarding these kind of great kids, they work hard and it rewards kids on the scout team.  That way the scout team can attract more quality players.",0,0,0,0,0,0
"Great article. I agree. Free trade only benefits the 1 %.

Big business is all about the shareholder, skrew the employees as they can be replaced with cheap labour, lower manufacturing environmental standards, if any, at the expense of fired employees, with free trade manufacturing in other countries. Good on Trump! Trudeau could take a few lessons from The Donald, before Trudeau experiences ""You're Fired!""; unfortunately disappointed in Trudeau; perhaps he should have stuck to boxing instead.",0,0,0,0,0,0
"Right-wingers have themselves become sick and tiring. They are uncivil by definition, and, are basically just free-riders who cover themselves with self-serving language so that it might fool people into thinking that their good is the same thing as the common good.",0,0,0,0,0,0
"That's is an EXCELLENT suggestion - the duties on Boeing & Airbus machines would more than offset the duties in Bombardier's exports.  It's such an obvious response, that I'm not sure why we haven't heard more people with this idea.  Maybe it's a bit early for this since the Libs seem determined to wreck any good idea that comes along, and they're otherwise a bit slow to react.",0,0,0,0,0,0
"Why is it that the only people I ever hear talk about this book are crazy right wingers? You guys can't seem to shut up about that book!

Did it ever occur to you that the reason right-wing media continually push this book on you is that they hope you'll read it and employ its tactics to THEIR ends? Seriously, the only people I ever hear bring it up are you guys.",0,0,0,0,0,0
"Ms. Smith, if the Mall smells, I suspect odors other than cigarette smoke are a contributing factor.",0,0,0,0,0,0
"How naïve of Justin. How disingenuous of himself.

It's not the money silly.

It's being able to plant seeds of ideas, concepts, etc. in the Minister's head so that he or she will think favourably on your behalf the next time a related issue raises its ugly head.

Close quarters lobbying I would call it.",1,0,0,0,0,0
Where does the demand for self driving cars come from?  Do we really have a shortage of drivers? Is this not an industry in search of a market that does not exist?,0,0,0,0,0,0
"DNI has denied it, must be true.",0,0,0,0,0,0
"Walker recently attended a borough council meeting and one of the things he brings up is our state's credit rating, specifically a downgrade by Moody's.
Walker says that Alaska suffered a downgrade due to the inability of the legislature to agree to his fiscal plan which basically maintains spending at current levels and the deferral of tax credits that will be over a billion dollars by this time next year. Cutting spending over increases over the last two years is clearly an attempt to pull the wool over Alaskan's eyes.
In NANA's downgrade, Moody's gives us their rationale which is liquidity driven; discourage borrowing; discourage debt. The three credit agency's have down graded our credit worthiness out of concern over spending and fiscal discipline. 
I think it's time that Walker quit spending and start sharing the truth with Alaskans.",0,0,0,0,0,0
"Hockeytown wrote: "" Maybe wait for a little more info before casting blame on the owner.""  

What does the lack of a sprinkler system - which might have prevented the intense fire AFD referred to - have to do with where the fire started?  What I'm saying is that owners of buildings should be responsible, by law, for installing sprinklers in old buildings BEFORE there is a fire and people die.",0,0,0,0,0,0
Go away Carl.,0,0,0,0,0,0
"This old Alaskan voter is darned glad Richards is on OUR side.  And for those belly-aching because they are past business associates should look before they get all knee-jerky. 
 Ohio Dan Sullivan was appointed Commissioner of the Department of Natural Resources under Parnell (before becoming the third senator from Ohio..""energy related"")
  Former attorney general John burns now works as outside counsel for AGDC..(""energy related""), and former attorney general Wilson Condon represented the state as outside counsel in the Amerada-Hess litigation after resigning his post..also ""energy related"".        It seems the CBC club and it`s masters never learn that if you live in a glass house you should never throw stones. Thank you Mr. Richards for your continued good service to your fellow Alaskans.  Time will prove we are better for it.",0,0,0,0,0,0
"'fair and square'!
The American electoral system is so convoluted, there's no way 
of telling.
Keep religion out of it, it just complicates a complicated mess.",0,0,0,0,0,0
"“If we can help little #CharlieGard, as per our friends in the UK and the Pope, we would be delighted to do so,” the US president tweeted.""

“Our hearts weep for #CharlieGard,” the conservative senator Ted Cruz tweeted. 

The head of bioethics at New York University Langone Medical Center, Arthur Caplan, called for politicians such as Cruz and Trump to put their money where their mouth is.

“Those such as President Trump who say they want to help Charlie should be telling us what they are budgeting to expand access to healthcare including both novel experimental interventions and proven treatments for all American kids,” he wrote in the Hill. “Anything less,” he said, “is just empty, feel-good, cheap politician hot air.”

https://www.theguardian.com/uk-news/2017/jul/26/charlie-gard-us-pro-life-rightwing-ethics",0,0,0,0,0,0
"We need a national set of firearm regulations instead of 50 different, and confusing ones.",0,0,0,0,0,0
Hodad...does your user handle refer to your daughter??,0,0,0,0,0,0
Give me one workable policy change that would enact your vision.,0,0,0,0,0,0
"Right, they all impose their views on others",0,0,0,0,0,0
"Alf, is there really a difference in the ANC between doing the wrong thing and walking the party line? They sound like pretty much the same thing?! :-)",0,0,0,0,0,0
So 95% is not enough?  Should it be 100%,0,0,0,0,0,0
"I'm your pal, Silverhorn?  I'd say I was touched but based on your politics ""touched"" applies to you more than me.  Just joking :).  You seem to understand there's a problem with the future society is heading for due to automation.  You seem to scorn some possible solutions, likely for no other reason than you disagree in general with myself and Lynn.  You don't seem fond of the notion of rioting in the streets.  So what do we do in your opinion?  What alternative do we have to being plowed under by a mindless rush to strip the cost of labor from the cost of production without replacing the very income necessary for people to make in order to consume products and services?
Liberals and Conservatives could actually have meaningful economic discussions if Conservatives would accept the fact that economic systems belong to all members of society and that it doesn't matter how economies are organized as long as they achieve the purpose of providing necessities for all.",0,0,0,0,0,0
"Not so funny thing - North Korea propaganda is stating that a mad man like Trump cannot be appealed to with dialogue or reason - ""only absolute force"" can work on him.

If I had a nickle for every US President and/or right winger who made the same argument about every single ""just like Hitler"" foe they dredged up to motivate the populace for war - I'd be very rich.

Do either Trump or Kim Jong Un realize we are all downwind from the radioactive fall out of nuclear war.",0,0,0,0,0,0
"And yet what do republicans offer?  NOTHINGD!  Please don't forget that they ran Hawaii for the 50 year prior to democrats taking over in 1954.  On the national level, what have reepublicans done?  Basically nothing since Eisenhower, (Interstate freeway system) and Nixon (first proposed Obama care)

Frankly tired of these fake conservatives.",0,0,0,0,0,0
"This ""review"" sounds more like an attack from a very spoiled bully. Good thing I now know not to pay any attention to any of Dan Clapsons' opinions,  he couldn't get any pettier if he tried.",0,0,0,0,0,0
Fool.,1,0,0,0,1,0
"While I know you'e trying to push buttons, let me point out that you are correct in your statement about these types of crimes. The majority of these types of crime are committed by whites.  Please be honest and tell us what race the majority of the violent crimes are committed by. No one said anything about whites being innocent. We all have our bad eggs.",0,0,0,0,0,0
"Motley:  this is an interesting topic.  Certainly, pedophiles often seek positions where they can find and groom potential victims.  Yes, scout leaders, teachers, coaches, church youth group leaders, Catholic priests, vounteers to youth assistance programs, et al.  It's also interesting that the Boy Scouts have long prohibited gay men from serving as Scout leaders.  Yet, the organization has a long history of ""non-gay"" leaders being pedophiles... Folllowing is a quotation from an excellent article addressing this issue.  I've also provided the link so you or anyone else can read the entire article.  regards, Gary Crum",0,0,0,0,0,0
"[Its also served certain assembly members well who have collected lots of contributions from cab company owners.]
Source?",0,0,0,0,0,0
"""Because of the lack of action in Congress, Hawaii will run out of CHIP funding by the end of 2017, and Natalie will have her autism care interrupted until her family finds insurance in some other way.""  This is nonsense.  Don't blame it on Congress.  If Hawaii can afford to add .05% to the GET to raise billions of dollars for nice-to-have rail, it surely can afford to add another .05% for essentials like CHIP to take care of its own.",0,0,0,0,0,0
"One only needed to read the police reports that the Register Guard posted, to easily see that these men engaged in extremely inappropriate behavior.  As best as I can remember from the RG, they freely admitted to engaging in unbecoming and offensive behavior to the police.   The fact that the behavior could not be shown to have been illegal and broken the law, is beside the point.

Tell me, would you like for your own sister or daughter to have been taken drunk into a bathroom, and treated like that?   Normal people find such behavior to be shocking and immoral.   Even if there was consent.

So I say so what if the Register Guard tried and convicted the men in the court of public opinion?   I found their articles to be very credible and convincing.   No bad journalism at all there, in my opinion.   The RG reporting certainly convinced me that these men were a discredit to the University.

They may have put much more into reporting this case than other media.  But is that a bad thing?",0,0,0,0,0,0
"Not so!  Congress went through that intersection on Nov. 8, now a the road to. . .",0,0,0,0,0,0
"I keep seeing your name but can't read any of your comments because <this comment did not meet civility standards> 
There's like 10+ of these under your name on this article alone. What's the point of making soo many comments if nobody can read them?",0,0,0,0,0,0
"The City Hall fiasco, all the MUPTEs, etc. have gotten the attention of many;  I agree that trust in city government is at all time low.",0,0,0,0,0,0
"I was under the impression they ceased to live in this area but after re reading the article it says many communities waned but continued to exist. I would agree that the Thule and Inuit are one in the same. As I understand at one time Pt Hope was one of the largest villages in the Arctic with close to a thousand homes and a center point for trade and commerce. Unfortunately much of the old village has eroded into the sea. 
I wonder how far inland they penetrated and the extent of the contact the Thule had with other native cultures.",0,0,0,0,0,0
Did Mark Shore lose his job? I have not seen his guff for quite a while now.,0,0,0,0,0,0
"Loosing friends and family to drug overdoses is very sad. Publicizing that people die from it helps educate kids to the real dangers of Heroin, and other drugs. There is a heroin epidemic and little or no rehabilitation facilities. This isn't a political problem we need Rehab facilities for people who want to quit and for people convicted of low level drug crimes. Ignoring the problem will not solve it, and polarizing it politically is ignorant and destructive to society.",1,0,0,0,1,0
"""Indeed, the more money that flows into housing, the less flows into stocks, bonds or banks.""

What a dumb statement. Money spent on home improvement goes to businesses and then banks. In many places, like Eugene, rent is the same as a mortgage. The writing is making the ASSumption that if you don't buy a house, you'll somehow automatically be flush with cash. If only the rental market reflected that naive optimism.",0,0,0,0,0,0
Wanna bet?,0,0,0,0,0,0
"I've never had nor heard a pub conversation like that.  

The conversations I hear are about getting ripped off at the gas pumps, the outrageous amount people pay for cable, internet and cell phones and how they haven't received a raise in years all while they complain about their bosses trip somewhere or weekend at the cottage.

What world do you live in?

MrC",0,0,0,0,0,0
Perhaps there was voter fraud in 2016. How else would a reality show host that is as phony as a $3 bill get himself elected president?,0,0,0,0,0,0
You must have roses in your eyes.  Clint Eastwood showed how diversity wrecked his once great  neighborhood .  Gangs took over . Crime increased.  Same thing is happening in Anchorage.,0,0,0,0,0,0
"If you wanted a MLB stadium at that site, that ship sailed a couple of decades ago (or are there people who still think that Portland being used as a ""competitive bid"" to sweeten the deal for Montreal's move to Washington was actually a real opportunity? Please.).  While there was a strange plan to retrofit the stadium for baseball only (was never going to be multi use, it would have been terrible for soccer or football and WAS terrible for soccer before this renovation).

If we ever get a baseball team, a new stadium which was purpose built for baseball would be most appropriate, not a rectangular sports field which just wasn't finished on one side for 80 years.  Multipurpose stadiums just meant they were terrible for everyone and for that reason we stopped building them in the 60s.",0,0,0,0,0,0
You mean there are STILL people hanging on to the Trumptanic. Brilliant! /s,0,0,0,0,0,0
What Russian invasion?,0,0,0,0,0,0
Episode 1: A New Hope... the masterpiece that started it all.,0,0,0,0,0,0
Yes please,0,0,0,0,0,0
"I hope a million or more descend on Washington that day, and that millions more in local marches/gatherings around the country will add to that number.

Go get 'em, Ladies! And Bravo to the men who support them.",0,0,0,0,0,0
"Rome wasn't the largest power - it was about half the size of the Chinese empire. Second, Rome was a Middle Eastern Empire, not a European one (9 out of its 10 largest cities were in Turkey, Egypt, Tunisia, Lebanon and Syria). 

The reason Rome was smaller than India and China was that it had a lower population. The Indus river valley and Yangtze River valley are more fertile, and support much higher populations than Rome's biggest river valley at the Nile.

Rome's mortal enemy was the Parthian Empire. They both defeated each other several times. But neither of them could completely destroy the other. The Parthian Empire was also a second level world empire.",0,0,0,0,0,0
"Nowhere in the NT will you find that Jesus or His apostles attempted any social reforms.  The did not protest slavery, or any other societal ""injustice.""  They preached the gospel, which, if accepted, creates its own social reform.

This effort, while maybe well-intentioned, is one of those ""bypath meadows"" which distracts us from our main goal:  preaching the 3 angels' messages.",0,0,0,0,0,0
"I like the option that we can use email to log in to leave a comment instead of our Facebook.

My concern is the majority who try to censor us minorities.",0,0,0,0,0,0
"I am so proud of this couple! To go through something as tragic as losing a child and turn it around to make sure that it doesn’t happen to another family.  I know SIDS has been around for years but I don’t think mothers or families are informed about this as they should be.  Thank you for the fundraising for the Owlet Baby Monitor, to keep this from happening to new mothers and families.  Leah and Robert you are making a difference after such a tragic loss.  I hope you find peace by helping others. Go “Aquene’s Army”!",0,0,0,0,0,0
You must wonder why drugs are illegal and why they don't allow them in prison.,0,0,0,0,0,0
"It is a vey sudden 32% increase to variable costs for all businesses whether a small-town restaurant or Loblaw's. Add the outrageous taxes and energy prices. Businesses will adapt with fewer staff.  Clearly, this Premier has never run a business or even understands basic arithmetic. She has run Ontario into the ground on all her waste and mismanagement.",0,0,0,0,0,0
"That would be the editors of the Oxford English Dictionary & the editors of the OE Thesaurus that produced the aforementioned definitions, not me. It would be the Bundestag that differs on the definitions in a legal perspective, as does our own government.

You're can't even tell the difference between an immigrant and a refugee and yet you expect that I should adhere to your *cough* wisdom? 

Just like on the issue of Trump demographics, I respond with evidence; in this case the very text of German law which proves your claims regarding a lack of limits on immigrants are patently false. You then plead ignorance and claim you'd rather discuss the issue of refugees rather than that of immigrants after pointing out that you are ignorance of the difference between the two.

You can't make this stuff up.",0,0,0,0,0,0
"I am a resident of Grandview-Woodland, living under the dangling sword of renoviction. There's no word yet, but I live in an nearly-50 year-old apartment building, being carefully maintained just above dereliction level. I am 70 years old, in poor health (not because of drugs or alcohol), and my rent consumes 75% of my income. And of course the rent goes up every year. I have no idea where I can go when the eviction comes. I was born and raised in Vancouver. Even if I try to move to the very edge of the Vancouver area — Coquitlam, Mission, and so on, I will not find a home I can afford. Where will I go? How will I live? I am an multiple-award-winning writer/artist, but you know how well that pays. I would like to continue my arts career until I am too old to function, and I would also like to stay in my neighbourhood, and my city, where my friends are. I doubt if I can continue anything at all in the future that looms. A hex upon the greedy developers, and Mayor Robertson, their pal.",0,0,0,0,0,0
"The Flames want free transit to their games for all ticket holders. Contrast that with: No free transit for those going to work. No free transit for those going to school. No free transit for those going to the hospital. No free transit for those going home after a night of one to many. 
As outlandish as that ask is, the Flames also want all revenue from the parking, including unrelated events, like The Stampede. 

The Flames, being the incredibly astute business people they are, should simply buy a piece of land( subject to successful permitting etc), build the facility, and go into business. Any conservative ought to understand that!",0,0,0,0,0,0
"Thank you for the lecture, but request denied. Information is prevalent in the modern world, and in certain instances, a person does something so reprehensible, it is often cathartic for people to respond. Reprehensible like mowing down a kid and leaving them to die. A kid that lived in the neighborhood. You reserve judgement if you want, but please leave the pedantic speech for your kids.",0,0,0,0,0,0
"So glad to see Handy come out on top. So sad to be a taxpayer who funds the settlement on behalf of corrupt and disgusting commissioners. If you can't win an election honestly you don't deserve your office. Try to do better, please!",0,0,0,0,0,0
The race is now on to write the worst G&M. Article. Ever. And this may be it.............,0,0,0,0,0,0
LIAR LIAR PANTS ON FIRE......how dumb does he think we are.  We think justin is extremely dumb.  What a goof ball. He is gets in deeper and deeper over his head.  Time to hold him up as an adult and stop allowing him to think and speak.,1,0,0,0,1,0
Great we need a working set of rules. Keep trying... it's the American way. I'd like to see height limits raised. Construction cost are rising too fast. We have 2.7% unemployment. We need to get these guys into  construction.,0,0,0,0,0,0
"Both the left and the right have succumbed to the allures of identity politics. Heat not light. Tribal belonging not civic duty. Shaming and conformity instead of liberal pluralism. Us vs them. 

Moderate centrists must fight off polarizing populism from both flanks. It doesn't help to pretend it's only one side of the spectrum that plays those games.",0,0,0,0,0,0
"Excellent post. My observation was that the Officers were over their heads and had no idea how to deal with this. Poorly trained.  Police work is not a 'club' it is is a dangerous job, and it looks like they have hired and trained poorly qualified individuals. This makes the whole scenario ever scarier.",0,0,0,0,0,0
If we are so unpleasant why waste time reading our comments?,0,0,0,0,0,0
Supply managed dairy is on its way out.    Here comes the BGH milk.   I'll drink it doesn't affect americans.,0,0,0,0,0,0
Interesting... I drive ALL DAY and I rarely see what you are talking about... where do you drive specifically?,0,0,0,0,0,0
"The simple fact that the science this legislation is based on cant stand to legitimate, objective scientific debate and questioning warrants nothing less that principled rejection of it. A legislated conclusion to a field of scientific inquiry that our own government readily admits is still in its infancy is about the  most fundamentally flawed way of conducting science and clearly shows this is all based on ideology over knowledge or truth. Let the book burnings commence...",0,0,0,0,0,0
He'll enjoy himself there.  He'll be the little b***h he always wanted to be.,0,0,0,0,0,0
"Only in Alaska can this stuff be called normal, they will learn in time!",0,0,0,0,0,0
Crap....informed people know better how and where to put their charitable dollars,1,0,1,0,0,0
"The only ""RUMP"" that you have in Canada is your PM. Giving money to a terrorist....UN F*CKING BELIEVABLE.",1,0,1,0,1,0
"Sez who? You! OK Mr. Peabody, I'm Sherman and here to tell you you are full of s__t.",1,0,1,0,0,0
A good deal is one in which both sides think they've been screwed.,1,0,1,0,0,0
"I have a sinking feeling the legislature will do almost nothing, again. This is how they protect the status quo, and the status quo sucks!",1,0,1,0,1,0
RIP P-Stone. God damn alcohol.,1,0,1,0,0,0
"The leafs need to hate these guys - hate ovechkin, hate trotz for patronizig the leafs as reminding him of the early oilers - hate these guys and drive them into oblivion -especially hotby who appears to be a dick....send these guys packing - who cares if they have a track record of playoff failure - extend that track record - washigton is due? So are the leafs! F---ck washington and ovechkin and trotz and holtby!",1,0,1,0,1,0
14 mil up your ass,1,0,1,0,0,0
"Hey grey beard. Bet that if we check your shit you got some funk too. Everyone's a real badass with their keyboard now a days. For you information in the state of Oregon sex offenders don't go to prison every time nor most of the time. Instead they plea down to a simple illegal penetration or some bull.shut and get set free. I've been in court and locked up, and watched them sentence a guy to 90 days in jail for molesting his little brother..... 3rd conviction for it in a year. So keep talking your shit grey beard. At least be a man and use your real name. Keyboard coward.",1,0,1,0,1,0
Who gives a crap.,1,0,1,0,0,0
Mere resignations are not enough. A proper investigation is required. The crooks behind this KPMG bullshit must be brought out.,1,0,1,0,1,0
These guys will just keep spending like drunken sailors and there is not a darn thing you or I can do to stop them . So why worry ...just let them spend .,1,0,1,0,1,0
"Donate the darn thing and take a tax write off. There has to be some charity organization in need, maybe a  medical relief org?",1,0,1,0,0,0
I'd really like to thank him for the ton of billboards leading into Victoria.  They're a damned eyesore.,1,0,1,0,0,0
Sore loser.   Arse whooping!!!,1,0,1,0,1,0
"Maybe, just another bad reaction to ""Spice"".  
Darn them synthetic drugs...",1,0,1,0,0,0
"Oh really?! No wrong doing here look away from the huge criminal activities of Clintons & Obama admin. thats what you want, not happening. Fuck off.",1,0,1,0,1,0
"Restrict ""ALL"" Foreign ownership, period, and ""SHUT"" the damn gates already!!  Enough screwing with Canadians in our own country!!. The BC and Federal governments have ruined any probability of Low and Middle Incomers, in buying affordable homes in their own country where they were born, and have paid high taxes for Many Years!!. All this talk has become nonsense. It's been working really well in all these years for, BC Libs, Christy Clark, Realtors, Developers, Foreign buyers, and the List goes on, of Cagey and Deceitful Liars that they are!!. 
Has anyone even noticed, the city of Vancouver has become a city of glass towers, as if it's a competition to see what the next rich Foreigner can bring to the table!!. Glass Towers....where there was once a Housing Community, where children went to schools and playgrounds, corner stores, parks, ETC.!!!. 
WTH!!! PEOPLE!!!
Either Shit or Get Off the Pot and Claim back Our Country!!.",1,0,1,0,0,0
"Racist's have to work hard at it as a slew of deplorable, uneducated miscreants with hateful thoughts in following their ""cheeto face von clownstick and a handful of deplorable miscreants,"". Racism sucks and you're quite skilled at it.",1,0,1,0,1,0
Be careful what you say. God is a powerful and vengeful God. Those who mock him are cursed to live with the feral.,1,0,1,0,0,0
How can politicians be so damn stupid ??????,1,0,1,0,1,0
"Crap. A lot of people cannot find jobs. Many have given up because no one will hire them. Which artificially lowers the official unemployment rate since they don't count people who aren't looking. But the main problem is low wages -- too low to get into an apartment -- and high rents.

https://www.facebook.com/pg/homeless.action.coalition",1,0,1,0,0,0
Damn cattle rustlers!,1,0,1,0,1,0
"My reply to any clown who attempts to interrogate me concerning my vote will be a hearty two-word reply: ""F*** O**.""",1,0,1,0,1,0
"Global Thinker: According to Trump, when women reach 35, they're no longer worthy of his attentions. Poor Melania; sucks to be over the hill in Trump's world.",1,0,1,0,0,0
"Didn't know you were so talented, and didn't know your butt has lips.  Now that's real  talent.",1,0,1,0,0,0
writing a scathing letter to THE MEDIA for letting me become DUMB as SHIT !!,1,0,1,0,1,0
we just got screwed!,1,0,1,0,0,0
Gottlieb is a shit journalist.,1,0,1,0,1,0
Dear lord - what on earth prompted you to NOW put out a DU hockey story? Slow day at the DP?,0,0,1,0,0,0
"Yep. Its that darn time traveling Obama going back in time and getting rid of the Fairness Doctrine. Oh wait, the was St Ronald the Clown Reagan who did that.

If I didn't know any better I would say that Mr. Jenkins is advocating for breaking up the media monopolies.",1,0,1,0,1,0
Ya just can't make this crap up can ya? When even Don Young breaks ranks and begins sarcastically calling out the so called presidents policies you know the man has some nuts ideas. Cutting the Coast Guard to finance a wall? Holy frijole but the man has some fu#$ed up priorities doesn't he?,1,0,1,0,0,0
"This crap of hiring people from other cities has to end!
They do NOT have a respect for Sequim and keeping it small , as just look what those aholes of the city council did by approving the 103 home development that Sequim DOES NOT NEED!!!!!!!!!!!!!
RECALL ALL OF THOSE CORRUPT JERKS ON THE COUNCIL NOW!
instead of approving more developments its time to FILL the vacant spaces of the QFC Center!!!!!!!!",1,0,1,0,1,0
"Damn those dislikes... is it just me or is ADN being patrolled by never-trumper shills constantly? You speak the truth man, keep preaching!",1,0,1,0,0,0
